date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:02	6421/6421	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:25%20GMT	http://7oroof.com/demos/babette/assets/images/clients/6.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/clients/6.png	(from http://7oroof.com/demos/babette/index.html)
15:13:23	181032/181032	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:20%20GMT	http://7oroof.com/demos/babette/assets/images/banners/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/banners/1.png	(from http://7oroof.com/demos/babette/index.html)
15:13:36	371143/371143	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:10%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/8.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/8.jpg	(from http://7oroof.com/demos/babette/index.html)
15:13:38	87355/87355	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:13:02%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/pattern/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/pattern/1.png	(from http://7oroof.com/demos/babette/index.html)
15:13:45	41406/41406	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:35%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/1.jpg	(from http://7oroof.com/demos/babette/index.html)
15:13:53	42461/42461	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:40%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/2.jpg	(from http://7oroof.com/demos/babette/index.html)
15:13:53	492826/492826	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:07:10%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/2.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:00	41242/41242	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:41%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/3.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:01	45703/45703	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:41%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/4.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/4.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:05	188118/188118	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:20%20GMT	http://7oroof.com/demos/babette/assets/images/banners/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/banners/2.png	(from http://7oroof.com/demos/babette/index.html)
15:14:07	39037/39037	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:43%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/5.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/5.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:09	44720/44720	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:43%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/6.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/6.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:09	425485/425485	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:14%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/9.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/9.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:09	2355/2355	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:14:01%20GMT	http://7oroof.com/demos/babette/assets/images/testimonials/thumbs/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/testimonials/thumbs/1.png	(from http://7oroof.com/demos/babette/index.html)
15:14:10	2276/2276	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:14:02%20GMT	http://7oroof.com/demos/babette/assets/images/testimonials/thumbs/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/testimonials/thumbs/2.png	(from http://7oroof.com/demos/babette/index.html)
15:14:10	2490/2490	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:14:02%20GMT	http://7oroof.com/demos/babette/assets/images/testimonials/thumbs/3.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/testimonials/thumbs/3.png	(from http://7oroof.com/demos/babette/index.html)
15:14:11	39367/39367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:44%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/7.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/7.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:13	39677/39677	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:45%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/8.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/8.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:16	34581/34581	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:13:09%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/pattern/3.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/pattern/3.png	(from http://7oroof.com/demos/babette/index.html)
15:14:21	59654/59654	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:27%20GMT	http://7oroof.com/demos/babette/assets/images/shapes/table.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shapes/table.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:39	164979/164979	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:17%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/1.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:40	1641/1641	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:52%20GMT	http://7oroof.com/demos/babette/assets/images/logo/logo-dark2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/logo/logo-dark2.png	(from http://7oroof.com/demos/babette/home-gourmet.html)
15:14:45	182522/182522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:27%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/2.jpg	(from http://7oroof.com/demos/babette/index.html)
15:14:51	181352/181352	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:33%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/3.jpg	(from http://7oroof.com/demos/babette/index.html)
15:15:43	587797/587797	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:00%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/6.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/6.jpg	(from http://7oroof.com/demos/babette/index.html)
15:15:45	10391/10391	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:54%20GMT	http://7oroof.com/demos/babette/assets/images/logo/logo-xl.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/logo/logo-xl.png	(from http://7oroof.com/demos/babette/home-classic.html)
15:15:46	570/570	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:48%20GMT	http://7oroof.com/demos/babette/assets/images/icons/7.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/7.png	(from http://7oroof.com/demos/babette/home-classic.html)
15:15:46	1381/1381	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:48%20GMT	http://7oroof.com/demos/babette/assets/images/icons/8.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/8.png	(from http://7oroof.com/demos/babette/home-classic.html)
15:15:47	710/710	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:49%20GMT	http://7oroof.com/demos/babette/assets/images/icons/9.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/9.png	(from http://7oroof.com/demos/babette/home-classic.html)
15:15:52	447085/447085	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:05:28%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/10.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/10.jpg	(from http://7oroof.com/demos/babette/home-gourmet.html)
15:15:59	421229/421229	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:06:01%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/14.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/14.jpg	(from http://7oroof.com/demos/babette/home-classic.html)
15:16:00	468233/468233	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:06:07%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/16.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/16.jpg	(from http://7oroof.com/demos/babette/home-gourmet.html)
15:16:30	189819/189819	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:28%20GMT	http://7oroof.com/demos/babette/assets/images/banners/3.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/banners/3.png	(from http://7oroof.com/demos/babette/home-classic.html)
15:16:31	857/857	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:47%20GMT	http://7oroof.com/demos/babette/assets/images/icons/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/1.png	(from http://7oroof.com/demos/babette/our-story.html)
15:16:32	1059/1059	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:47%20GMT	http://7oroof.com/demos/babette/assets/images/icons/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/2.png	(from http://7oroof.com/demos/babette/our-story.html)
15:16:32	1092/1092	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:47%20GMT	http://7oroof.com/demos/babette/assets/images/icons/3.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/3.png	(from http://7oroof.com/demos/babette/our-story.html)
15:16:33	749/749	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:47%20GMT	http://7oroof.com/demos/babette/assets/images/icons/4.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/4.png	(from http://7oroof.com/demos/babette/our-story.html)
15:16:33	1342/1342	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:48%20GMT	http://7oroof.com/demos/babette/assets/images/icons/5.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/5.png	(from http://7oroof.com/demos/babette/our-story.html)
15:16:34	723/723	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:48%20GMT	http://7oroof.com/demos/babette/assets/images/icons/6.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/icons/6.png	(from http://7oroof.com/demos/babette/our-story.html)
15:16:36	14046/14046	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:24%20GMT	http://7oroof.com/demos/babette/assets/images/team/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/team/1.jpg	(from http://7oroof.com/demos/babette/our-chefs.html)
15:16:39	16135/16135	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:25%20GMT	http://7oroof.com/demos/babette/assets/images/team/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/team/2.jpg	(from http://7oroof.com/demos/babette/our-chefs.html)
15:16:42	16052/16052	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:26%20GMT	http://7oroof.com/demos/babette/assets/images/team/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/team/3.jpg	(from http://7oroof.com/demos/babette/our-chefs.html)
15:16:45	15408/15408	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:28%20GMT	http://7oroof.com/demos/babette/assets/images/team/4.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/team/4.jpg	(from http://7oroof.com/demos/babette/our-chefs.html)
15:16:48	17741/17741	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:29%20GMT	http://7oroof.com/demos/babette/assets/images/team/5.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/team/5.jpg	(from http://7oroof.com/demos/babette/our-chefs.html)
15:16:51	16599/16599	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:29%20GMT	http://7oroof.com/demos/babette/assets/images/team/6.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/team/6.jpg	(from http://7oroof.com/demos/babette/our-chefs.html)
15:16:57	444022/444022	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:05:25%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/1.jpg	(from http://7oroof.com/demos/babette/home-classic.html)
15:17:07	423665/423665	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:07:47%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/7.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/7.jpg	(from http://7oroof.com/demos/babette/our-story.html)
15:17:12	512684/512684	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:07:19%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/3.jpg	(from http://7oroof.com/demos/babette/home-classic.html)
15:17:25	174992/174992	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:36%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/4.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/4.jpg	(from http://7oroof.com/demos/babette/events.html)
15:17:33	159521/159521	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:42%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/5.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/5.jpg	(from http://7oroof.com/demos/babette/events.html)
15:17:35	2180/2180	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:12%20GMT	http://7oroof.com/demos/babette/assets/images/blog/author/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/author/2.jpg	(from http://7oroof.com/demos/babette/event-single.html)
15:17:39	166047/166047	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:40%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/6.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/6.jpg	(from http://7oroof.com/demos/babette/events.html)
15:17:57	101757/101757	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:07:15%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/4.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/4.jpg	(from http://7oroof.com/demos/babette/menu-classic.html)
15:18:13	512684/512684	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:05:39%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/11.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/11.jpg	(from http://7oroof.com/demos/babette/events.html)
15:18:26	180119/180119	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:07:32%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/5.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/5.jpg	(from http://7oroof.com/demos/babette/menu-classic.html)
15:18:31	413121/413121	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:05:43%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/12.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/12.jpg	(from http://7oroof.com/demos/babette/event-single.html)
15:18:42	181352/181352	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:02%20GMT	http://7oroof.com/demos/babette/assets/images/menu/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/1.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:18:52	489789/489789	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:05:53%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/13.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/13.jpg	(from http://7oroof.com/demos/babette/faqs.html)
15:18:55	148785/148785	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:02%20GMT	http://7oroof.com/demos/babette/assets/images/menu/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/3.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:18:58	190841/190841	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:59%20GMT	http://7oroof.com/demos/babette/assets/images/menu/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/2.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:19:11	182522/182522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:12%20GMT	http://7oroof.com/demos/babette/assets/images/menu/4.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/4.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:19:14	7992/7992	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:48%20GMT	http://7oroof.com/demos/babette/assets/images/blog/thumbs/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/thumbs/1.jpg	(from http://7oroof.com/demos/babette/blog-grid-sidebar.html)
15:19:14	100293/100293	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:17%20GMT	http://7oroof.com/demos/babette/assets/images/menu/6.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/6.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:19:15	8260/8260	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:49%20GMT	http://7oroof.com/demos/babette/assets/images/blog/thumbs/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/thumbs/2.jpg	(from http://7oroof.com/demos/babette/blog-grid-sidebar.html)
15:19:16	2964/2964	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:12%20GMT	http://7oroof.com/demos/babette/assets/images/blog/author/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/author/1.jpg	(from http://7oroof.com/demos/babette/blog-single-post.html)
15:19:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:19:15%20GMT	http://7oroof.com/demos/babette/assets/images/shop/thumbs/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/thumbs/1.png	(from http://7oroof.com/demos/babette/shop.html)
15:19:18	162724/162724	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:20%20GMT	http://7oroof.com/demos/babette/assets/images/menu/7.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/7.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:19:19	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:19:17%20GMT	https://7oroof.com/demos/babette/assets/images/shop/thumbs/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/thumbs/1.9c.delayed	(from http://7oroof.com/demos/babette/shop.html)
15:19:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:19:18%20GMT	http://7oroof.com/demos/babette/assets/images/shop/thumbs/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/thumbs/2.png	(from http://7oroof.com/demos/babette/shop.html)
15:19:20	208322/208322	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:09:13%20GMT	http://7oroof.com/demos/babette/assets/images/menu/5.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/menu/5.jpg	(from http://7oroof.com/demos/babette/menu-mixed.html)
15:19:20	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:19:19%20GMT	https://7oroof.com/demos/babette/assets/images/shop/thumbs/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/thumbs/2.png	(from http://7oroof.com/demos/babette/shop.html)
15:19:24	41406/41406	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:53%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/1.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:27	42461/42461	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:53%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/2.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:28	41242/41242	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:56%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/3.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:28	45703/45703	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:55%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/4.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/4.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:30	39037/39037	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:57%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/5.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/5.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:35	39367/39367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:59%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/7.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/7.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:35	44720/44720	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:57%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/6.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/6.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:35	39677/39677	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:14:03%20GMT	http://7oroof.com/demos/babette/assets/images/shop/grid/8.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/grid/8.jpg	(from http://7oroof.com/demos/babette/shop.html)
15:19:36	58600/58600	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:51%20GMT	http://7oroof.com/demos/babette/assets/images/shop/full/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shop/full/1.jpg	(from http://7oroof.com/demos/babette/shop-single-product.html)
